transaction_id,amount,customer_age,location,purchase_category
TXN664,4319.7,67,Ahmedabad,ATM
TXN665,14214.3,45,Pune,ATM
TXN666,6300.51,51,Kolkata,ATM
TXN667,8036.27,68,Mumbai,ATM
TXN668,2681.23,38,Kolkata,ATM
TXN669,13154.73,38,Kolkata,ATM
TXN670,106588.66,58,Delhi,Online
TXN671,3200.03,43,Bangalore,POS
TXN672,14315.77,54,Delhi,POS
TXN673,9744.0,26,Ahmedabad,Online
TXN674,4178.62,39,Bangalore,ATM
TXN675,2626.58,31,Mumbai,POS
TXN676,2157.89,66,Chennai,ATM
TXN677,12623.06,60,Mumbai,Online
TXN678,13490.42,58,Bangalore,ATM
TXN679,11528.68,56,Delhi,Online
TXN680,608.51,47,Mumbai,POS
TXN681,7049.7,40,Chennai,POS
TXN682,2448.37,35,Hyderabad,Online
TXN683,108434.16,68,Delhi,ATM
TXN684,14021.87,24,Kolkata,Online
TXN685,12917.69,23,Pune,ATM
TXN686,13162.21,20,Mumbai,ATM
TXN687,846.95,20,Ahmedabad,POS
TXN688,11052.24,35,Bangalore,Online
TXN689,11764.31,63,Bangalore,ATM
TXN690,9462.26,47,Delhi,Online
TXN691,3050.29,27,Delhi,ATM
TXN692,401.76,23,Kolkata,POS
TXN693,1809.92,44,Pune,Online
TXN694,2441.86,47,Pune,ATM
TXN695,10329.71,54,Chennai,Online
TXN696,5229.88,45,Hyderabad,ATM
TXN697,8668.79,26,Kolkata,Online
TXN698,11638.26,53,Kolkata,POS
TXN699,6080.73,25,Ahmedabad,ATM
TXN700,7782.78,57,Chennai,Online
TXN701,4517.2,21,Kolkata,POS
TXN702,12011.76,61,Kolkata,Online
TXN703,5366.76,64,Chennai,ATM
TXN704,912.26,56,Chennai,Online
TXN705,1451.04,37,Delhi,Online
TXN706,11867.08,25,Chennai,Online
TXN707,5829.96,65,Chennai,Online
TXN708,2450.43,69,Chennai,POS
TXN709,5666.43,39,Mumbai,POS
TXN710,14509.38,40,Delhi,POS
TXN711,8331.36,70,Ahmedabad,Online
TXN712,12548.62,55,Mumbai,POS
TXN713,10148.71,21,Pune,Online
TXN714,2160.23,44,Chennai,Online
TXN715,127607.7,43,Chennai,Online
TXN716,699.71,37,Delhi,ATM
TXN717,10207.81,45,Hyderabad,POS
TXN718,716.08,49,Ahmedabad,ATM
TXN719,6780.45,45,Ahmedabad,Online
TXN720,2608.75,24,Chennai,POS
TXN721,259.7,68,Kolkata,Online
TXN722,660.41,35,Delhi,POS
TXN723,3903.2,54,Bangalore,ATM
TXN724,7095.52,42,Kolkata,POS
TXN725,8285.85,24,Pune,Online
TXN726,9008.69,34,Ahmedabad,Online
TXN727,5076.43,55,Ahmedabad,ATM
TXN728,1914.35,47,Bangalore,ATM
TXN729,9236.89,23,Bangalore,ATM
TXN730,868.37,50,Bangalore,ATM
TXN731,11488.96,59,Pune,ATM
TXN732,629.01,27,Hyderabad,ATM
TXN733,3417.8,61,Mumbai,POS
TXN734,12140.68,60,Mumbai,ATM
TXN735,125069.86,32,Pune,ATM
TXN736,10954.75,35,Kolkata,POS
TXN737,1141.33,34,Chennai,Online
TXN738,6037.12,53,Chennai,Online
TXN739,4698.58,53,Chennai,ATM
TXN740,7133.3,53,Pune,Online
TXN741,4170.89,26,Hyderabad,Online
TXN742,14867.71,24,Chennai,POS
TXN743,8387.62,63,Chennai,Online
TXN744,3761.68,21,Bangalore,Online
TXN745,1359.67,62,Bangalore,Online
TXN746,111146.71,68,Chennai,POS
TXN747,2485.28,33,Chennai,Online
TXN748,414.53,35,Mumbai,ATM
TXN749,12715.28,33,Pune,Online
TXN750,3827.02,48,Mumbai,POS
TXN751,126696.6,52,Delhi,POS
TXN752,116047.71,26,Pune,ATM
TXN753,1283.81,58,Ahmedabad,POS
TXN754,2821.92,61,Bangalore,Online
TXN755,14764.15,25,Ahmedabad,POS
TXN756,11740.0,24,Pune,POS
TXN757,6817.19,41,Ahmedabad,POS
TXN758,2833.09,58,Chennai,ATM
TXN759,11297.09,30,Delhi,ATM
TXN760,9707.3,59,Hyderabad,Online
TXN761,260.67,60,Delhi,Online
TXN762,580.91,18,Ahmedabad,Online
TXN763,182.34,25,Hyderabad,Online
TXN764,14158.83,57,Mumbai,ATM
TXN765,870.88,54,Hyderabad,ATM
TXN766,9706.88,22,Chennai,ATM
TXN767,8184.27,50,Chennai,Online
TXN768,9190.56,55,Bangalore,ATM
TXN769,1388.39,38,Mumbai,Online
TXN770,4349.42,40,Kolkata,ATM
TXN771,2882.15,44,Bangalore,ATM
TXN772,4009.96,61,Pune,POS
TXN773,8836.93,37,Ahmedabad,POS
TXN774,12647.18,67,Kolkata,Online
TXN775,10687.87,49,Kolkata,Online
TXN776,9921.4,69,Chennai,Online
TXN777,13990.34,24,Kolkata,POS
TXN778,5284.82,35,Bangalore,ATM
TXN779,3916.66,59,Pune,Online
TXN780,11597.84,54,Bangalore,POS
TXN781,11759.28,60,Chennai,POS
TXN782,543.66,19,Delhi,POS
TXN783,5223.15,67,Pune,POS
TXN784,8189.48,61,Bangalore,ATM
TXN785,4528.02,52,Hyderabad,ATM
TXN786,13838.02,46,Mumbai,ATM
TXN787,11483.58,22,Chennai,ATM
TXN788,8178.82,48,Delhi,POS
TXN789,5410.32,18,Hyderabad,Online
TXN790,330.7,32,Ahmedabad,Online
TXN791,4785.77,59,Chennai,ATM
TXN792,389.76,23,Ahmedabad,POS
TXN793,3805.06,20,Kolkata,ATM
TXN794,5403.47,56,Hyderabad,Online
TXN795,10827.54,43,Kolkata,Online
TXN796,899.98,63,Pune,Online
TXN797,3278.83,29,Chennai,Online
TXN798,13654.28,36,Mumbai,POS
TXN799,1625.52,66,Ahmedabad,POS
TXN800,9106.35,26,Pune,Online
TXN801,11341.21,21,Ahmedabad,POS
TXN802,2452.2,40,Delhi,Online
TXN803,2690.61,31,Kolkata,POS
TXN804,141067.37,70,Kolkata,ATM
TXN805,5324.02,51,Hyderabad,POS
TXN806,11954.47,69,Bangalore,ATM
TXN807,13193.56,21,Kolkata,ATM
TXN808,7866.68,68,Ahmedabad,Online
TXN809,505.08,34,Pune,ATM
TXN810,13217.16,20,Ahmedabad,Online
TXN811,180.6,48,Delhi,ATM
TXN812,14075.54,33,Ahmedabad,ATM
TXN813,590.87,47,Hyderabad,ATM
TXN814,5982.24,33,Kolkata,POS
TXN815,6063.26,42,Hyderabad,POS
TXN816,11977.62,29,Delhi,POS
TXN817,13025.8,65,Chennai,Online
TXN818,14329.62,18,Pune,POS
TXN819,9678.92,42,Bangalore,ATM
TXN820,1883.69,19,Pune,POS
TXN821,5656.97,60,Hyderabad,POS
TXN822,4452.01,30,Mumbai,Online
TXN823,342.4,21,Chennai,Online
TXN824,113.57,44,Mumbai,POS
TXN825,3279.14,28,Ahmedabad,POS
TXN826,6695.44,24,Delhi,ATM
TXN827,12483.93,26,Kolkata,ATM
TXN828,10010.07,44,Pune,Online
TXN829,10759.68,70,Bangalore,Online
TXN830,135939.63,36,Mumbai,Online
TXN831,9888.82,31,Pune,POS
TXN832,1104.13,51,Pune,Online
TXN833,12781.41,58,Hyderabad,Online
TXN834,1259.34,65,Delhi,ATM
TXN835,13952.09,19,Delhi,POS
TXN836,448.64,62,Hyderabad,POS
TXN837,115122.77,21,Mumbai,Online
TXN838,311.34,18,Mumbai,ATM
TXN839,11000.19,34,Kolkata,POS
TXN840,9806.96,68,Bangalore,ATM
TXN841,4915.62,57,Bangalore,Online
TXN842,10561.76,65,Delhi,POS
TXN843,5416.72,22,Chennai,ATM
TXN844,9229.27,63,Chennai,POS
TXN845,7388.07,40,Delhi,Online
TXN846,6125.8,47,Pune,Online
TXN847,1081.47,64,Delhi,Online
TXN848,5354.24,27,Pune,ATM
TXN849,2516.1,64,Ahmedabad,Online
TXN850,704.07,62,Delhi,Online
TXN851,7134.1,70,Pune,POS
TXN852,14800.24,70,Ahmedabad,POS
TXN853,5022.51,46,Bangalore,ATM
TXN854,325.84,29,Mumbai,Online
TXN855,14211.49,58,Chennai,POS
TXN856,12023.91,42,Kolkata,ATM
TXN857,13746.35,33,Kolkata,ATM
TXN858,14799.53,41,Ahmedabad,ATM
TXN859,14236.38,22,Mumbai,POS
TXN860,5161.6,52,Hyderabad,ATM
TXN861,12561.0,29,Pune,POS
TXN862,6075.41,22,Hyderabad,ATM
TXN863,1144.04,66,Chennai,POS
TXN864,2100.12,52,Delhi,POS
TXN865,2752.42,55,Delhi,POS
TXN866,405.51,45,Mumbai,ATM
TXN867,2838.06,22,Chennai,ATM
TXN868,142453.52,65,Pune,ATM
TXN869,478.53,44,Delhi,Online
TXN870,4144.63,44,Bangalore,ATM
TXN871,13974.35,33,Pune,ATM
TXN872,957.36,31,Bangalore,POS
TXN873,4898.58,52,Kolkata,POS
TXN874,14792.09,35,Mumbai,POS
TXN875,7908.54,59,Bangalore,Online
TXN876,7011.6,67,Hyderabad,Online
TXN877,217.67,29,Bangalore,ATM
TXN878,11981.3,68,Kolkata,Online
TXN879,10608.2,29,Chennai,ATM
TXN880,140220.38,27,Pune,Online
TXN881,133200.2,29,Ahmedabad,ATM
TXN882,454.44,33,Delhi,ATM
TXN883,12895.74,20,Hyderabad,ATM
TXN884,5746.05,67,Chennai,Online
TXN885,4888.58,27,Ahmedabad,Online
TXN886,10208.31,42,Bangalore,ATM
TXN887,7787.14,34,Delhi,Online
TXN888,10652.95,28,Ahmedabad,POS
TXN889,1955.59,40,Pune,ATM
TXN890,8927.3,70,Chennai,POS
TXN891,6219.19,18,Ahmedabad,POS
TXN892,950.73,38,Mumbai,Online
TXN893,534.78,48,Kolkata,Online
TXN894,114275.45,39,Delhi,Online
TXN895,117.1,64,Chennai,Online
TXN896,145.4,43,Mumbai,ATM
TXN897,9271.47,63,Kolkata,POS
TXN898,7186.93,19,Bangalore,POS
TXN899,6899.44,68,Pune,ATM
TXN900,10128.85,32,Pune,ATM
TXN901,1499.74,49,Mumbai,ATM
TXN902,11353.16,69,Ahmedabad,Online
TXN903,2853.54,49,Kolkata,Online
TXN904,11694.52,23,Chennai,Online
TXN905,5869.42,35,Hyderabad,ATM
TXN906,435.8,24,Delhi,Online
TXN907,10857.52,32,Ahmedabad,POS
TXN908,8446.76,67,Bangalore,Online
TXN909,6725.97,58,Ahmedabad,Online
TXN910,9231.86,56,Ahmedabad,Online
TXN911,1980.17,66,Chennai,ATM
TXN912,3671.1,36,Kolkata,POS
TXN913,9591.67,67,Bangalore,POS
TXN914,12033.31,62,Chennai,ATM
TXN915,9914.77,60,Mumbai,ATM
TXN916,10077.51,23,Pune,ATM
TXN917,108098.2,35,Delhi,POS
TXN918,11249.72,46,Kolkata,POS
TXN919,12199.98,40,Bangalore,POS
TXN920,1483.04,27,Mumbai,Online
TXN921,390.67,27,Delhi,ATM
TXN922,10778.56,37,Delhi,ATM
TXN923,143928.82,56,Mumbai,POS
TXN924,917.22,41,Bangalore,Online
TXN925,3924.82,27,Delhi,ATM
TXN926,5102.6,68,Bangalore,ATM
TXN927,1858.69,34,Chennai,Online
TXN928,299.43,50,Mumbai,ATM
TXN929,6205.09,61,Hyderabad,ATM
TXN930,4238.48,40,Chennai,ATM
TXN931,2253.02,58,Kolkata,ATM
TXN932,11831.31,21,Chennai,Online
TXN933,12581.91,61,Mumbai,Online
TXN934,548.26,56,Delhi,Online
TXN935,2620.1,60,Mumbai,Online
TXN936,13409.93,45,Pune,POS
TXN937,10175.84,68,Chennai,POS
TXN938,2173.93,49,Ahmedabad,POS
TXN939,3516.48,23,Kolkata,POS
TXN940,5300.29,32,Chennai,POS
TXN941,3210.12,26,Kolkata,Online
TXN942,143162.41,29,Ahmedabad,Online
TXN943,13266.94,55,Chennai,POS
TXN944,444.09,24,Pune,ATM
TXN945,298.91,47,Hyderabad,Online
TXN946,11077.33,28,Bangalore,POS
TXN947,14798.84,64,Chennai,Online
TXN948,6617.16,29,Kolkata,POS
TXN949,949.3,18,Delhi,POS
TXN950,1373.13,47,Chennai,Online
TXN951,1168.11,56,Ahmedabad,Online
TXN952,6085.42,22,Delhi,ATM
TXN953,12223.02,44,Kolkata,POS
TXN954,10740.14,39,Ahmedabad,Online
TXN955,904.45,70,Pune,ATM
TXN956,7298.65,27,Bangalore,Online
TXN957,3638.51,18,Mumbai,ATM
TXN958,2919.4,53,Kolkata,Online
TXN959,4424.77,18,Bangalore,Online
TXN960,490.26,58,Ahmedabad,Online
TXN961,12352.95,30,Hyderabad,Online
TXN962,933.35,32,Kolkata,ATM
TXN963,2197.17,47,Hyderabad,POS
TXN964,345.12,43,Pune,Online
TXN965,4243.63,45,Pune,ATM
TXN966,8750.59,45,Delhi,Online
TXN967,9139.37,21,Delhi,Online
TXN968,8217.56,33,Ahmedabad,ATM
TXN969,3513.67,29,Ahmedabad,POS
TXN970,4308.93,65,Ahmedabad,ATM
TXN971,1712.96,69,Delhi,POS
TXN972,1232.71,30,Ahmedabad,POS
TXN973,1448.31,65,Pune,Online
TXN974,10022.7,68,Ahmedabad,Online
TXN975,7618.82,21,Kolkata,Online
TXN976,3785.46,59,Pune,ATM
TXN977,11425.35,51,Chennai,Online
TXN978,135680.89,42,Chennai,Online
TXN979,132931.3,23,Hyderabad,ATM
TXN980,837.52,20,Chennai,Online
TXN981,7632.09,25,Ahmedabad,ATM
TXN982,4800.14,51,Chennai,POS
TXN983,7878.45,18,Hyderabad,POS
TXN984,9149.79,51,Mumbai,Online
TXN985,1505.25,52,Chennai,Online
TXN986,7396.19,66,Hyderabad,ATM
TXN987,1441.71,38,Chennai,Online
TXN988,12128.7,56,Hyderabad,ATM
TXN989,107.17,18,Ahmedabad,Online
TXN990,334.9,47,Pune,POS
TXN991,11242.33,66,Pune,POS
TXN992,9296.69,62,Bangalore,POS
TXN993,6845.96,27,Bangalore,ATM
TXN994,12207.74,23,Kolkata,ATM
TXN995,3271.29,24,Mumbai,Online
TXN996,9235.4,27,Mumbai,ATM
TXN997,1485.99,62,Mumbai,POS
TXN998,3744.84,20,Hyderabad,Online
TXN999,584.85,41,Pune,POS
TXN1000,200000.0,40,Singapore,POS
