transaction_id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
TXN1193,-0.11,0.44,-0.39,-0.31,-0.14,-0.33,-0.04,-0.07,0.4,0.18,0.19,-0.07,-0.22,-0.11,0.36,-0.12,-0.43,-0.01,-0.29,-0.37,0.03,0.04,0.26,0.26,-0.04,-0.43,0.11,-0.22,1762.23
TXN1194,-0.02,-0.44,-0.35,-0.33,-0.02,-0.45,0.41,0.39,0.25,0.04,-0.33,-0.16,-0.27,-0.3,0.12,0.21,0.1,-0.03,0.05,-0.39,-0.01,0.1,-0.36,0.09,-0.17,0.43,-0.17,0.3,594.68
TXN1195,-0.38,-0.24,0.09,0.04,-0.32,0.26,0.15,0.42,0.36,0.23,0.1,-0.17,0.23,0.39,0.31,0.31,-0.29,-0.0,0.41,-0.27,-0.1,0.09,0.1,-0.19,-0.03,0.45,0.01,0.44,404.63
TXN1196,0.08,0.14,0.23,-0.25,0.05,0.39,-0.29,0.25,0.38,-0.27,0.38,0.16,0.2,-0.2,-0.2,-0.17,0.28,-0.45,0.19,-0.26,-0.08,-0.22,0.44,-0.13,0.44,0.26,0.02,0.1,1880.33
TXN1197,0.36,-0.1,0.43,-0.0,0.02,-0.31,-0.28,-0.14,0.35,-0.13,-0.44,-0.09,0.25,0.34,-0.32,0.27,-0.26,-0.36,0.43,0.13,0.27,0.4,0.11,-0.27,-0.1,0.42,0.16,-0.15,1674.1
TXN1198,0.38,0.0,0.42,-0.33,-0.18,0.22,0.37,-0.11,-0.09,0.21,-0.11,0.38,0.04,0.31,0.38,-0.08,-0.25,-0.09,-0.41,-0.24,0.16,-0.31,0.06,-0.26,-0.36,0.35,-0.4,-0.42,1924.53
TXN1199,-0.44,-0.13,0.04,-0.27,-0.15,-0.38,-0.38,0.29,0.28,0.21,0.1,-0.34,0.38,0.19,-0.28,0.2,0.22,-0.12,0.3,-0.08,-0.06,-0.4,-0.09,-0.19,-0.35,-0.41,0.3,0.08,1319.67
TXN1200,0.07,-0.37,0.22,-0.01,-0.05,0.38,-0.38,0.41,0.19,-0.25,-0.43,0.43,-0.26,0.44,-0.12,0.15,0.4,-0.42,-0.14,-0.34,-0.04,-0.15,-0.15,0.25,-0.18,0.1,0.43,0.11,124.88
TXN1201,0.45,-0.31,-0.13,0.06,0.14,-0.18,0.09,0.39,-0.04,-0.4,0.07,0.31,-0.14,0.05,0.22,-0.01,0.14,0.06,0.22,-0.43,-0.3,-0.09,-0.24,0.23,0.42,0.03,0.45,-0.39,321.22
TXN1202,0.41,0.09,0.17,-0.32,-0.15,0.33,0.07,0.28,-0.43,0.41,-0.27,-0.22,-0.19,0.17,0.38,-0.21,-0.29,0.02,0.22,0.02,-0.34,-0.12,-0.25,-0.34,-0.06,0.25,0.08,-0.24,490.12
TXN1203,-0.22,0.14,0.26,-0.39,0.16,0.39,-0.1,-0.09,0.16,0.12,-0.23,0.09,-0.23,0.4,0.17,-0.29,-0.1,-0.1,-0.01,0.18,0.38,0.36,-0.42,0.17,-0.43,0.44,-0.27,-0.18,741.43
TXN1204,0.43,0.36,-0.02,-0.14,-0.4,-0.29,-0.2,-0.15,-0.02,-0.02,0.16,0.43,0.43,0.37,-0.21,0.13,0.33,-0.27,0.31,0.01,0.01,0.02,-0.44,-0.21,0.07,0.08,0.18,-0.24,1830.93
TXN1205,-0.35,-0.14,0.3,0.39,-0.17,0.3,0.23,0.12,0.25,0.2,-0.3,-0.24,-0.18,-0.07,0.17,0.16,-0.01,0.29,-0.42,0.2,-0.26,-0.31,0.24,-0.27,-0.09,-0.01,0.15,-0.22,530.84
TXN1206,-0.32,0.07,0.42,-0.14,-0.04,0.43,0.33,-0.35,0.41,0.03,-0.28,0.36,0.09,0.03,-0.23,0.24,-0.0,0.14,-0.3,0.25,-0.31,-0.31,0.32,-0.4,-0.39,0.14,-0.06,-0.24,840.04
TXN1207,-0.42,-0.37,0.37,-0.31,-0.4,-0.12,-0.27,0.22,0.26,-0.22,-0.07,-0.24,-0.25,-0.18,-0.42,0.22,0.43,-0.2,0.13,-0.17,0.01,0.31,0.15,-0.26,-0.13,0.16,0.09,0.04,1891.56
TXN1208,0.13,0.09,0.07,-0.41,-0.29,0.35,0.06,0.35,-0.4,-0.01,-0.15,0.36,-0.13,0.37,0.16,0.28,-0.13,0.2,0.27,0.39,-0.14,-0.04,-0.11,0.37,-0.22,0.1,0.29,0.42,213.17
TXN1209,-0.14,0.4,0.28,0.2,-0.38,0.36,0.36,0.36,0.28,-0.24,0.17,-0.32,-0.08,-0.22,0.06,-0.01,0.39,0.08,-0.17,-0.26,-0.11,0.28,-0.09,-0.34,0.39,-0.33,-0.21,-0.3,154.53
TXN1210,-0.3,-0.38,-0.03,-0.14,-0.41,0.28,0.12,0.38,-0.18,-0.01,0.37,0.32,-0.1,0.15,0.36,-0.27,0.19,0.44,-0.01,0.24,0.12,-0.1,0.13,-0.44,-0.12,-0.24,0.42,-0.07,1847.45
TXN1211,0.33,0.44,0.13,0.45,0.13,-0.07,-0.34,0.26,-0.12,-0.33,-0.26,0.06,0.19,-0.18,0.4,0.0,-0.04,-0.43,-0.09,-0.4,-0.37,-0.14,-0.4,-0.25,0.26,0.35,-0.23,0.29,1316.18
TXN1212,-0.25,0.08,0.38,0.14,-0.4,-0.16,0.01,0.44,0.22,0.02,-0.29,-0.36,-0.29,-0.37,-0.36,0.07,-0.11,0.07,0.21,-0.16,-0.44,-0.43,0.12,0.08,-0.38,0.11,-0.34,0.11,1921.96
TXN1213,-0.0,0.42,0.05,0.05,0.18,0.33,0.31,-0.0,0.21,0.19,0.0,0.4,-0.12,0.04,0.08,0.03,0.03,-0.2,0.18,0.18,-0.12,0.09,0.04,0.33,-0.4,0.45,-0.17,0.18,839.75
TXN1214,0.07,0.13,0.08,-0.19,-0.03,-0.13,0.18,0.32,0.31,-0.4,0.43,-0.39,-0.36,0.11,0.36,0.08,0.09,0.12,0.24,-0.3,-0.2,-0.41,-0.14,0.37,0.19,-0.32,-0.03,-0.19,443.42
TXN1215,0.15,-0.37,-0.1,0.27,0.32,0.09,-0.38,-0.42,0.23,0.08,0.17,-0.11,-0.36,0.36,0.01,-0.18,-0.39,0.03,-0.13,0.2,-0.31,0.44,0.13,-0.2,-0.41,-0.04,-0.06,0.24,1758.06
TXN1216,-0.12,0.24,0.24,0.27,0.07,-0.06,-0.19,0.44,0.35,0.2,0.41,-0.09,-0.03,-0.28,0.28,-0.15,-0.02,-0.17,0.37,-0.24,-0.31,-0.42,-0.15,0.3,-0.41,0.2,0.39,-0.07,1480.01
TXN1217,-0.04,0.42,-0.44,-0.41,-0.12,-0.38,0.07,0.05,0.17,-0.39,-0.05,-0.23,-0.03,-0.34,0.11,0.1,0.28,-0.33,0.16,0.36,0.34,-0.21,-0.43,-0.43,-0.11,0.22,-0.27,-0.21,804.08
TXN1218,-0.03,0.44,0.12,0.01,0.08,0.37,-0.37,-0.22,-0.41,0.04,-0.27,-0.35,-0.32,-0.03,0.13,0.37,-0.34,-0.25,0.0,0.44,-0.25,-0.45,0.09,-0.12,-0.15,-0.22,0.29,-0.13,1916.68
TXN1219,-0.08,-0.27,0.28,0.42,-0.34,0.24,-0.24,0.43,-0.0,-0.39,-0.25,-0.2,0.13,0.04,-0.14,0.21,-0.1,-0.14,-0.16,0.04,0.3,0.45,-0.17,-0.33,-0.01,-0.11,-0.22,-0.13,434.13
TXN1220,0.44,0.36,-0.13,-0.19,0.36,0.44,-0.04,-0.28,0.13,-0.23,0.1,0.33,0.13,-0.22,0.26,0.11,-0.13,0.03,-0.27,-0.27,-0.11,-0.08,-0.4,-0.34,-0.37,0.29,0.31,0.23,284.37
TXN1221,0.13,0.16,-0.39,-0.25,0.38,0.07,-0.16,0.37,0.15,0.12,0.22,-0.28,0.16,0.38,0.01,-0.21,0.28,0.44,0.2,0.15,0.34,-0.11,-0.0,-0.22,0.3,0.03,-0.04,-0.05,1915.96
TXN1222,0.07,-0.33,-0.1,0.41,-0.44,-0.24,-0.18,0.04,-0.3,-0.23,0.17,0.09,-0.05,-0.36,0.34,-0.34,0.13,0.12,0.41,-0.1,0.16,-0.11,0.22,-0.26,-0.32,0.35,-0.01,0.09,78.6
TXN1223,0.08,0.06,-0.33,-0.3,-0.09,0.03,-0.27,-0.15,-0.19,-0.04,-0.17,-0.08,-0.25,-0.05,0.36,-0.36,0.21,0.36,-0.15,0.24,0.22,-0.44,-0.2,0.17,-0.4,0.08,-0.35,0.27,328.7
TXN1224,-0.37,0.17,-0.22,-0.39,-0.34,-0.14,0.33,0.28,0.33,-0.36,0.09,0.4,0.44,-0.27,-0.07,-0.1,-0.28,-0.44,0.22,-0.19,0.45,0.23,-0.37,0.11,-0.34,0.01,-0.08,-0.01,1464.61
TXN1225,-0.06,0.04,-0.31,-0.37,0.45,-0.11,-0.42,0.2,-0.17,0.35,0.12,-0.15,-0.08,0.09,0.04,-0.14,-0.25,-0.33,-0.44,-0.05,0.35,0.18,0.17,0.41,0.09,-0.08,0.08,0.23,809.02
TXN1226,0.24,0.26,0.12,0.02,-0.1,-0.3,-0.16,-0.12,-0.38,0.23,0.12,0.05,0.06,0.02,0.24,-0.34,-0.2,0.31,-0.22,0.2,0.38,-0.05,0.38,-0.14,0.04,0.4,-0.08,-0.0,1004.39
TXN1227,-0.29,-0.07,-0.38,0.36,-0.32,0.38,-0.07,-0.12,-0.31,0.37,-0.19,0.11,0.14,0.08,-0.4,0.2,-0.06,0.25,-0.0,-0.34,0.17,-0.33,-0.15,-0.29,0.2,-0.24,0.16,-0.29,320.73
TXN1228,-0.3,0.36,0.04,-0.41,-0.07,-0.08,-0.02,-0.33,-0.23,-0.3,0.05,-0.03,0.43,0.18,0.09,-0.44,0.18,0.23,-0.12,-0.02,0.42,-0.41,-0.16,-0.29,0.19,0.13,-0.11,-0.42,1780.09
TXN1229,0.24,0.01,-0.09,-0.14,0.25,-0.1,0.33,-0.15,0.11,0.09,0.17,0.34,-0.08,0.12,-0.31,0.18,-0.09,0.45,0.2,0.44,0.17,0.44,0.09,0.07,0.07,-0.15,0.33,0.26,1140.46
TXN1230,0.3,-0.41,0.12,-0.11,0.38,-0.2,-0.13,-0.34,0.1,-0.13,0.16,-0.03,-0.14,-0.41,0.22,-0.15,0.02,-0.34,0.12,-0.24,-0.17,-0.23,-0.15,-0.24,0.21,-0.41,0.43,-0.41,1496.96
TXN1231,0.2,-0.06,-0.31,0.34,-0.28,0.01,-0.09,0.32,-0.13,-0.37,-0.14,-0.23,-0.37,0.03,-0.44,0.37,0.27,-0.19,0.4,-0.35,0.44,0.19,-0.4,0.21,-0.31,0.06,-0.02,-0.43,815.18
TXN1232,-0.37,0.26,-0.03,-0.12,-0.12,-0.02,-0.22,-0.08,-0.41,-0.07,0.18,-0.3,-0.27,0.25,-0.28,-0.12,0.4,-0.26,-0.29,-0.28,0.06,0.09,0.25,-0.37,-0.08,0.39,-0.27,-0.37,1927.63
TXN1233,-0.41,-0.23,0.18,-0.31,-0.42,-0.01,-0.09,-0.1,-0.03,-0.37,0.15,-0.02,0.08,0.23,-0.05,-0.05,-0.44,-0.26,-0.23,-0.13,-0.41,-0.23,0.1,-0.4,0.08,-0.01,0.18,0.1,1637.44
TXN1234,-0.27,0.24,0.43,-0.41,-0.08,-0.39,0.19,-0.43,0.2,-0.36,-0.4,-0.37,0.29,0.17,-0.17,-0.3,0.1,0.37,-0.35,-0.26,-0.34,0.07,-0.0,-0.13,-0.44,-0.21,0.31,-0.0,467.05
TXN1235,-0.05,-0.4,-0.38,0.19,0.27,-0.05,0.1,-0.29,0.17,0.35,0.0,0.04,0.26,0.38,-0.0,-0.17,0.16,0.19,0.38,-0.4,0.09,-0.27,0.08,-0.13,-0.27,-0.24,-0.16,0.03,1624.64
TXN1236,-0.41,-0.31,-0.42,-0.3,-0.2,-0.45,-0.32,-0.07,0.17,-0.08,0.36,0.4,0.31,-0.37,0.3,-0.27,0.17,-0.34,-0.01,-0.18,-0.22,0.24,0.42,-0.26,-0.32,-0.11,-0.03,-0.21,738.18
TXN1237,-0.38,0.24,-0.41,0.23,-0.12,0.35,0.39,0.31,-0.31,-0.17,-0.32,-0.33,0.39,0.13,-0.16,-0.09,-0.25,-0.05,-0.23,-0.12,0.25,-0.02,-0.4,-0.36,0.01,-0.03,-0.26,0.41,1608.96
TXN1238,0.14,0.13,0.35,-0.4,-0.04,0.35,-0.23,0.01,0.33,0.11,-0.3,-0.02,-0.13,0.27,-0.05,-0.45,0.07,0.08,0.27,0.37,0.1,-0.08,-0.34,0.02,-0.23,0.23,-0.15,-0.23,351.94
TXN1239,0.01,-0.2,-0.11,0.45,0.11,-0.29,-0.13,0.37,0.06,-0.44,-0.37,-0.38,-0.06,0.37,-0.36,-0.1,0.27,0.01,0.33,0.24,0.14,-0.06,-0.24,-0.33,-0.02,0.28,-0.01,-0.22,1429.16
TXN1240,0.0,0.28,0.44,0.09,-0.18,0.38,0.06,0.14,-0.04,0.38,-0.02,-0.14,-0.26,-0.32,0.44,0.44,0.44,-0.38,-0.2,0.25,-0.44,0.17,0.12,-0.38,-0.13,-0.1,0.37,-0.4,1257.65
TXN1241,-0.38,0.4,0.23,0.39,-0.14,-0.3,-0.29,-0.32,-0.07,0.08,-0.04,-0.18,-0.23,0.41,-0.2,0.02,0.1,0.42,0.09,-0.02,-0.34,-0.27,0.16,0.28,0.11,-0.11,-0.16,0.02,230.23
TXN1242,-0.43,-0.05,-0.37,0.06,0.29,0.29,0.22,0.12,0.27,-0.21,-0.45,0.28,-0.06,-0.06,-0.17,0.23,-0.4,0.26,0.23,0.24,0.27,0.22,0.41,0.34,-0.02,0.12,0.36,-0.13,551.09
TXN1243,0.26,-0.24,0.19,0.13,0.38,-0.42,-0.34,-0.32,-0.05,0.09,0.29,0.02,-0.39,-0.39,0.31,-0.1,0.01,-0.07,0.32,-0.03,0.03,0.39,0.15,0.4,0.17,-0.14,-0.31,-0.05,1322.55
TXN1244,-0.06,-0.41,0.38,-0.44,-0.14,0.25,-0.24,0.4,-0.27,0.27,-0.25,0.07,0.01,0.11,-0.15,-0.04,0.09,-0.02,0.39,0.11,-0.1,0.2,-0.1,0.09,0.28,-0.44,0.13,-0.34,1333.78
TXN1245,-0.1,-0.37,-0.33,0.15,0.29,0.37,-0.31,0.05,-0.02,0.39,0.41,-0.36,0.05,-0.41,0.32,0.05,0.02,-0.41,-0.25,0.4,0.01,-0.02,0.08,0.18,0.33,-0.19,0.32,0.19,1654.31
TXN1246,0.05,0.39,-0.12,0.22,0.09,0.28,-0.14,-0.04,-0.34,0.28,0.27,0.14,0.2,-0.17,-0.31,0.06,0.19,-0.36,0.37,-0.05,-0.17,0.19,-0.03,0.14,0.33,0.29,-0.13,0.06,520.17
TXN1247,-0.34,0.34,-0.28,-0.03,-0.3,-0.1,-0.12,0.03,0.03,0.13,0.43,-0.36,0.43,-0.03,0.15,-0.26,0.03,0.08,-0.41,-0.42,0.37,0.12,-0.0,0.34,0.02,0.1,0.03,0.35,93.73
TXN1248,0.21,-0.21,-0.38,0.4,-0.07,-0.35,-0.17,0.25,0.14,0.39,-0.38,0.21,0.41,0.25,-0.07,0.44,0.41,-0.43,0.23,-0.32,0.33,-0.37,0.13,0.26,-0.03,0.22,0.01,0.44,944.55
TXN1249,0.42,-0.42,-0.2,-0.3,0.02,-0.41,-0.13,-0.32,-0.4,0.36,-0.31,-0.36,0.44,0.39,-0.04,-0.39,-0.26,-0.06,0.4,0.06,-0.27,-0.11,0.07,-0.17,-0.37,-0.06,-0.0,0.17,603.02
TXN1250,-0.02,0.1,0.34,0.27,0.29,-0.24,0.36,-0.12,-0.39,-0.04,-0.27,0.06,-0.3,-0.19,-0.31,-0.26,0.37,-0.36,0.42,-0.01,0.31,-0.39,-0.31,-0.24,-0.23,-0.02,0.31,-0.02,882.16
TXN1251,-0.18,0.27,0.0,-0.11,-0.4,-0.1,0.25,0.27,-0.09,-0.31,0.09,-0.45,0.08,0.21,-0.16,0.31,-0.11,-0.16,-0.05,-0.19,-0.08,0.09,-0.31,0.36,0.34,-0.25,-0.43,0.1,1535.49
TXN1252,-0.34,-0.45,-0.27,0.41,-0.1,-0.34,0.32,0.42,-0.11,0.08,0.19,0.1,-0.24,-0.01,-0.12,-0.42,-0.23,-0.13,0.06,-0.16,0.38,0.35,-0.13,-0.45,-0.39,0.12,-0.21,0.2,1258.52
TXN1253,-0.16,-0.17,-0.07,-0.24,-0.07,0.01,0.42,0.12,0.27,-0.0,0.04,0.14,0.25,0.33,0.29,-0.44,-0.16,0.28,-0.07,-0.12,-0.24,0.38,0.32,-0.15,-0.38,-0.23,-0.22,-0.23,905.07
TXN1254,-0.39,-0.43,0.41,0.25,-0.12,-0.18,-0.16,0.34,-0.12,0.16,-0.05,-0.29,-0.24,0.08,-0.39,0.02,-0.21,0.39,-0.27,-0.22,-0.22,-0.41,0.05,0.08,0.12,-0.2,-0.33,-0.23,1209.54
TXN1255,0.41,-0.37,0.13,-0.42,-0.18,-0.37,0.44,-0.4,-0.07,-0.2,-0.24,0.33,0.32,0.34,0.23,-0.32,0.38,-0.29,0.17,0.06,0.34,0.39,-0.14,0.2,0.13,0.36,0.15,-0.14,208.5
TXN1256,-0.4,0.04,0.38,-0.01,0.13,-0.33,0.02,0.36,0.45,-0.18,-0.43,-0.4,-0.17,0.41,-0.31,0.29,-0.07,-0.19,0.25,0.21,-0.36,0.01,-0.18,0.13,-0.17,0.12,0.38,-0.32,938.65
TXN1257,0.42,0.45,0.02,0.27,-0.33,-0.04,-0.01,0.1,0.18,-0.41,0.11,0.09,-0.08,-0.17,-0.17,0.03,-0.08,-0.22,0.42,0.09,-0.34,-0.08,-0.24,-0.01,-0.22,0.44,0.31,-0.03,1105.98
TXN1258,0.01,0.02,0.21,0.02,0.07,-0.36,-0.15,-0.09,-0.14,-0.09,0.26,-0.32,0.35,0.16,0.33,-0.39,-0.3,0.33,-0.4,-0.29,-0.06,0.37,-0.0,-0.25,0.01,0.05,-0.29,0.12,1905.47
TXN1259,0.33,-0.04,-0.32,0.16,-0.24,0.14,0.36,0.13,-0.29,0.45,0.42,0.06,0.11,0.14,0.03,0.21,0.3,-0.06,0.04,0.28,-0.32,-0.15,-0.04,-0.36,0.07,-0.42,0.3,-0.05,467.96
TXN1260,0.05,0.24,0.17,0.06,-0.35,0.37,0.24,-0.01,0.4,-0.33,-0.4,-0.29,0.08,-0.4,0.3,-0.32,-0.27,-0.26,-0.35,0.03,-0.15,0.38,-0.04,0.23,0.03,0.13,0.18,0.34,1331.9
TXN1261,-0.28,-0.45,-0.31,0.02,0.14,0.31,0.44,-0.17,-0.38,0.4,0.35,0.05,-0.01,-0.44,-0.35,0.42,-0.19,-0.35,-0.03,0.44,0.06,-0.42,-0.11,-0.05,0.2,0.08,-0.31,0.39,1470.23
TXN1262,-0.3,0.43,-0.43,-0.39,-0.33,0.23,0.1,0.02,-0.16,-0.37,-0.13,-0.29,0.37,0.24,-0.42,-0.35,-0.44,-0.22,0.13,0.33,-0.17,-0.18,-0.45,0.08,-0.03,-0.43,-0.33,0.04,1134.76
TXN1263,0.2,0.16,-0.15,-0.09,0.2,0.13,0.37,0.2,0.33,-0.0,0.3,0.29,-0.22,0.18,0.44,-0.12,-0.24,0.07,0.02,0.1,-0.12,-0.08,-0.2,-0.11,-0.05,-0.45,0.09,-0.03,41.14
TXN1264,-0.06,0.19,0.02,-0.42,-0.23,0.39,-0.14,0.21,0.34,0.24,-0.31,0.04,0.44,0.27,-0.27,0.08,-0.12,-0.12,0.29,-0.17,0.17,0.05,0.18,0.1,0.34,-0.12,-0.12,-0.24,1068.91
TXN1265,-0.28,-0.3,0.32,0.11,0.07,-0.05,-0.28,0.18,0.13,0.28,-0.29,-0.18,-0.09,0.12,0.2,-0.14,-0.23,-0.1,0.39,-0.16,-0.28,-0.16,-0.37,0.06,0.14,0.08,-0.18,-0.26,1589.11
TXN1266,0.39,-0.41,-0.31,-0.11,-0.09,-0.05,0.11,-0.37,0.0,-0.17,-0.45,0.34,0.22,0.03,-0.17,0.05,-0.03,-0.31,0.34,-0.24,0.09,-0.38,-0.36,-0.09,-0.37,0.04,0.25,-0.17,1788.98
TXN1267,-0.21,0.24,-0.0,0.4,0.33,0.32,0.02,0.02,-0.36,0.17,0.21,-0.26,-0.01,0.33,0.06,-0.32,-0.16,0.1,0.24,0.17,-0.22,0.01,-0.29,-0.11,0.2,0.35,-0.35,0.11,400.51
TXN1268,-0.31,0.4,-0.05,-0.02,0.45,-0.15,-0.19,0.03,-0.31,0.17,0.13,-0.01,-0.16,0.11,0.23,-0.04,0.1,0.22,0.2,-0.25,0.39,-0.43,-0.13,-0.19,0.18,0.34,0.42,0.36,756.97
TXN1269,0.42,0.29,0.05,0.24,-0.37,0.34,-0.33,0.03,-0.13,0.44,-0.34,-0.25,0.29,0.01,-0.33,0.14,0.37,0.36,0.01,-0.12,0.21,-0.01,0.45,-0.13,0.08,-0.05,-0.18,0.24,1020.52
TXN1270,-0.41,-0.25,-0.09,-0.3,-0.3,-0.31,0.28,-0.11,0.01,0.43,-0.16,0.1,-0.4,-0.24,0.43,0.31,-0.32,-0.24,0.15,0.08,-0.21,0.24,-0.33,0.22,0.16,0.1,0.16,-0.39,219.77
TXN1271,0.23,-0.17,0.33,-0.36,-0.04,-0.31,0.13,-0.18,-0.14,-0.39,-0.27,-0.17,0.42,0.45,0.09,-0.15,-0.29,-0.44,-0.09,0.34,-0.24,0.26,-0.04,0.06,0.24,-0.11,-0.29,0.29,1346.58
TXN1272,0.22,0.45,-0.26,0.04,0.19,0.28,0.07,0.22,0.22,-0.19,-0.31,0.1,0.43,0.32,-0.15,-0.23,-0.03,-0.19,0.22,0.38,0.18,0.04,0.0,-0.07,-0.03,-0.27,-0.03,0.09,698.81
TXN1273,-0.32,-0.41,0.42,0.07,-0.03,-0.0,0.02,-0.01,0.39,-0.45,-0.41,-0.01,0.34,-0.27,-0.42,0.2,0.03,-0.08,0.02,-0.34,0.11,0.31,-0.06,0.21,0.15,-0.0,0.3,0.27,1805.36
TXN1274,0.18,-0.11,0.37,-0.38,-0.44,-0.31,0.33,0.44,-0.13,0.4,0.41,0.03,0.37,-0.27,-0.27,0.39,-0.29,-0.24,0.04,0.03,-0.3,0.45,-0.34,-0.29,-0.41,-0.35,-0.44,0.2,1646.93
TXN1275,-0.36,-0.44,-0.06,-0.13,0.17,0.08,-0.09,-0.21,0.37,-0.24,-0.26,-0.42,0.36,-0.11,0.27,-0.22,0.29,0.23,0.34,0.1,0.32,0.15,0.29,-0.11,-0.39,0.38,-0.41,-0.34,799.72
TXN1276,0.18,-0.25,0.38,0.41,0.4,0.22,0.41,-0.07,-0.0,0.33,-0.42,-0.22,-0.25,0.01,-0.17,0.4,0.17,-0.21,0.08,0.05,-0.02,-0.21,-0.23,-0.16,0.15,-0.14,-0.28,-0.37,941.72
TXN1277,-0.19,0.1,-0.0,-0.16,-0.08,0.34,0.23,-0.18,0.13,0.06,-0.38,0.28,-0.39,0.09,0.07,0.08,0.02,-0.03,0.4,-0.21,0.33,-0.04,0.32,-0.04,-0.23,-0.1,-0.18,-0.41,422.88
TXN1278,0.41,-0.06,0.35,0.32,0.35,0.18,-0.29,0.08,0.24,0.41,0.26,-0.4,0.12,0.43,0.14,-0.02,0.04,0.21,0.04,0.02,0.41,-0.2,0.38,0.37,0.23,0.17,-0.43,0.15,50.09
TXN1279,-0.05,0.44,-0.05,-0.28,-0.19,-0.12,0.19,-0.27,0.12,-0.02,-0.31,0.33,-0.34,0.08,-0.16,0.04,0.38,0.27,-0.31,-0.33,-0.4,0.42,-0.08,0.19,0.07,0.39,-0.33,0.28,1304.86
TXN1280,-0.39,0.29,0.16,-0.18,-0.38,-0.23,-0.22,0.09,0.43,-0.41,-0.44,0.15,-0.09,0.27,-0.24,0.02,0.16,-0.31,-0.09,-0.07,-0.29,0.31,-0.17,-0.0,0.35,-0.1,-0.1,0.37,1483.42
TXN1281,-0.09,0.42,-0.43,-0.11,0.38,0.44,0.37,-0.23,0.25,0.0,-0.41,0.29,0.21,0.12,0.03,-0.25,0.27,0.05,-0.44,0.06,0.19,0.05,0.11,-0.14,-0.24,0.01,0.29,0.27,1970.88
TXN1282,-0.29,-0.4,-0.26,0.35,-0.33,-0.2,0.33,-0.15,0.18,0.11,-0.17,0.16,0.25,-0.41,0.38,-0.38,-0.01,0.08,0.05,-0.31,0.42,0.14,0.44,0.09,-0.45,0.21,0.05,-0.16,1113.6
TXN1283,0.17,0.0,0.11,0.37,0.24,0.27,-0.02,-0.15,-0.44,-0.25,-0.44,-0.18,-0.0,-0.33,0.18,-0.15,-0.11,0.39,-0.18,0.2,0.02,-0.12,-0.14,0.3,-0.22,0.01,-0.31,-0.17,371.07
TXN1284,0.34,0.42,0.02,0.27,-0.44,0.43,-0.34,-0.3,-0.22,0.25,-0.29,0.07,-0.02,-0.37,-0.39,0.12,-0.37,-0.09,-0.42,-0.05,-0.09,-0.36,-0.2,-0.33,-0.23,-0.4,-0.18,-0.42,1350.22
TXN1285,-0.07,0.38,-0.04,0.45,-0.41,0.17,-0.13,-0.04,0.13,-0.12,-0.3,0.09,-0.17,0.03,-0.1,-0.01,0.13,-0.15,-0.41,-0.03,-0.22,-0.23,-0.21,-0.42,0.35,-0.29,0.26,0.35,1282.77
TXN1286,-0.06,-0.01,-0.29,-0.06,0.25,-0.37,0.41,-0.26,0.17,0.29,-0.08,0.23,0.15,0.39,-0.28,0.41,0.09,-0.38,0.04,-0.4,0.24,-0.41,0.23,0.08,-0.07,0.43,-0.15,-0.06,1900.57
TXN1287,-0.27,-0.19,-0.36,-0.22,0.04,-0.18,0.26,-0.11,0.17,0.25,-0.15,0.11,-0.2,0.06,0.07,-0.23,-0.04,0.31,0.1,-0.01,0.1,-0.07,0.32,0.4,0.15,0.04,-0.39,-0.33,282.14
TXN1288,-0.19,0.05,0.35,-0.42,-0.21,-0.42,0.16,0.33,-0.17,-0.22,0.13,-0.15,0.05,-0.25,0.27,0.31,-0.29,0.06,-0.39,-0.18,0.23,-0.38,0.34,0.25,-0.06,-0.38,0.24,0.24,1674.39
TXN1289,0.31,-0.17,0.41,0.44,-0.4,-0.12,-0.2,-0.15,-0.04,0.21,0.43,-0.01,0.39,-0.2,0.35,-0.25,0.18,-0.32,0.16,0.02,-0.26,0.18,-0.41,-0.38,-0.38,0.16,-0.41,-0.18,412.06
TXN1290,0.31,-0.2,0.28,0.04,-0.12,0.0,0.14,0.31,-0.26,0.22,-0.02,0.13,-0.43,-0.28,0.38,-0.08,-0.38,0.39,0.31,-0.36,-0.33,0.16,-0.39,-0.31,-0.0,-0.28,0.14,-0.23,43.95
TXN1291,-0.19,0.16,0.29,0.34,0.14,0.38,0.33,-0.22,0.32,-0.41,0.34,0.24,-0.12,0.1,0.17,0.36,-0.12,-0.36,-0.23,-0.07,0.17,-0.11,-0.13,0.43,0.13,0.4,-0.27,0.04,957.81
TXN1292,-0.25,-0.24,-0.14,-0.42,-0.06,0.41,-0.4,0.44,0.3,-0.36,0.43,-0.11,-0.04,0.11,-0.15,-0.45,-0.21,0.39,0.11,0.4,0.13,-0.24,0.23,-0.1,-0.13,-0.32,0.45,-0.31,1510.57
TXN1293,0.13,0.43,-0.43,-0.33,-0.44,0.31,-0.3,0.41,-0.33,-0.18,0.05,0.07,-0.32,-0.36,0.42,-0.05,-0.28,0.4,-0.17,-0.41,0.37,-0.05,0.13,-0.17,-0.33,0.37,-0.12,-0.35,1930.35
